drug1.conc,drug2.conc,drug3.conc,drug4.conc,E
0.2236,0.05,0.2236,0.05,0.9275
0.2236,0.05,0.2236,0.2236,0.7662
0.2236,0.05,0.2236,1,0.5852
0.2236,0.05,0.2236,4.472,0.2813
0.2236,0.05,0.2236,20,0.2171
0.2236,0.05,1,0,0.5916
0.2236,0.05,1,0.05,0.542
0.2236,0.05,1,0.2236,0.4891
0.2236,0.05,1,1,0.3298
0.2236,0.05,1,4.472,0.1994
0.2236,0.05,1,20,0.1354
0.2236,0.05,4.472,0,0.2776
0.2236,0.05,4.472,0.05,0.2651
0.2236,0.05,4.472,0.2236,0.2293
0.2236,0.05,4.472,1,0.1684
0.2236,0.05,4.472,4.472,0.09536
0.2236,0.05,4.472,20,0.0696
0.2236,0.05,20,0,0.2742
0.2236,0.05,20,0.05,0.2675
0.2236,0.05,20,0.2236,0.2431
0.2236,0.05,20,1,0.1665
0.2236,0.05,20,4.472,0.09155
0.2236,0.05,20,20,0.06274
1,0.05,0,0,0.6862
1,0.05,0,0.05,0.6767
1,0.05,0,0.2236,0.6174
1,0.05,0,1,0.4
1,0.05,0,4.472,0.2354
1,0.05,0,20,0.1799
1,0.05,0.05,0,0.7001
1,0.05,0.05,0.05,0.7084
1,0.05,0.05,0.2236,0.5585
1,0.05,0.05,1,0.396
1,0.05,0.05,4.472,0.2447
1,0.05,0.05,20,0.1757
1,0.05,0.2236,0,0.672
1,0.05,0.2236,0.05,0.678
1,0.05,0.2236,0.2236,0.6359
1,0.05,0.2236,1,0.4174
1,0.05,0.2236,4.472,0.2563
1,0.05,0.2236,20,0.1495
1,0.05,1,0,0.4991
1,0.05,1,0.05,0.3985
1,0.05,1,0.2236,0.3692
1,0.05,1,1,0.2893
1,0.05,1,4.472,0.1553
1,0.05,1,20,0.1061
1,0.05,4.472,0,0.2043
1,0.05,4.472,0.05,0.2073
1,0.05,4.472,0.2236,0.1721
1,0.05,4.472,1,0.1209
1,0.05,4.472,4.472,0.07833
1,0.05,4.472,20,0.05181
1,0.05,20,0,0.2064
1,0.05,20,0.05,0.1783
1,0.05,20,0.2236,0.169
1,0.05,20,1,0.1208
1,0.05,20,4.472,0.07293
1,0.05,20,20,0.05121
4.472,0.05,0,0,0.4627
4.472,0.05,0,0.05,0.4814
4.472,0.05,0,0.2236,0.3967
4.472,0.05,0,1,0.2927
4.472,0.05,0,4.472,0.1609
4.472,0.05,0,20,0.1089
4.472,0.05,0.05,0,0.492
4.472,0.05,0.05,0.05,0.4878
4.472,0.05,0.05,0.2236,0.3921
4.472,0.05,0.05,1,0.3027
4.472,0.05,0.05,4.472,0.1524
4.472,0.05,0.05,20,0.104
4.472,0.05,0.2236,0,0.4749
4.472,0.05,0.2236,0.05,0.501
4.472,0.05,0.2236,0.2236,0.4212
4.472,0.05,0.2236,1,0.2736
4.472,0.05,0.2236,4.472,0.1475
4.472,0.05,0.2236,20,0.115
4.472,0.05,1,0,0.3135
4.472,0.05,1,0.05,0.2925
4.472,0.05,1,0.2236,0.2584
4.472,0.05,1,1,0.185
4.472,0.05,1,4.472,0.1039
4.472,0.05,1,20,0.06982
4.472,0.05,4.472,0,0.1248
4.472,0.05,4.472,0.05,0.1571
4.472,0.05,4.472,0.2236,0.117
4.472,0.05,4.472,1,0.08112
4.472,0.05,4.472,4.472,0.05553
4.472,0.05,4.472,20,0.03444
4.472,0.05,20,0,0.16
4.472,0.05,20,0.05,0.1393
4.472,0.05,20,0.2236,0.1254
4.472,0.05,20,1,0.08559
4.472,0.05,20,4.472,0.05249
4.472,0.05,20,20,0.0342
20,0.05,0,0,0.4768
20,0.05,0,0.05,0.4616
20,0.05,0,0.2236,0.3706
20,0.05,0,1,0.2895
20,0.05,0,4.472,0.159
20,0.05,0,20,0.1072
20,0.05,0.05,0,0.4686
20,0.05,0.05,0.05,0.4347
20,0.05,0.05,0.2236,0.4032
20,0.05,0.05,1,0.2674
20,0.05,0.05,4.472,0.1511
20,0.05,0.05,20,0.1062
20,0.05,0.2236,0,0.5292
20,0.05,0.2236,0.05,0.3935
20,0.05,0.2236,0.2236,0.4073
20,0.05,0.2236,1,0.2709
20,0.05,0.2236,4.472,0.1612
20,0.05,0.2236,20,0.109
20,0.05,1,0,0.3116
20,0.05,1,0.05,0.2905
20,0.05,1,0.2236,0.2722
20,0.05,1,1,0.1856
20,0.05,1,4.472,0.09923
20,0.05,1,20,0.07759
20,0.05,4.472,0,0.141
20,0.05,4.472,0.05,0.1488
20,0.05,4.472,0.2236,0.1158
20,0.05,4.472,1,0.0842
20,0.05,4.472,4.472,0.04983
20,0.05,4.472,20,0.02945
20,0.05,20,0,0.1346
20,0.05,20,0.05,0.1354
20,0.05,20,0.2236,0.1233
20,0.05,20,1,0.08345
20,0.05,20,4.472,0.04732
20,0.05,20,20,0.03289
0,0.2236,0,0,0.8777
0,0.2236,0,0.05,0.839
0,0.2236,0,0.2236,0.7377
0,0.2236,0,1,0.5329
0,0.2236,0,4.472,0.2831
0,0.2236,0,20,0.1973
0,0.2236,0.05,0,0.8412
0,0.2236,0.05,0.05,0.7493
0,0.2236,0.05,0.2236,0.764
0,0.2236,0.05,1,0.5169
0,0.2236,0.05,4.472,0.2728
0,0.2236,0.05,20,0.2097
0,0.2236,0.2236,0,0.7485
0,0.2236,0.2236,0.05,0.8349
0,0.2236,0.2236,0.2236,0.6748
0,0.2236,0.2236,1,0.4789
0,0.2236,0.2236,4.472,0.2963
0,0.2236,0.2236,20,0.1871
0,0.2236,1,0,0.5507
0,0.2236,1,0.05,0.5215
0,0.2236,1,0.2236,0.5069
0,0.2236,1,1,0.3293
0,0.2236,1,4.472,0.1945
0,0.2236,1,20,0.1318
0,0.2236,4.472,0,0.2838
0,0.2236,4.472,0.05,0.2519
0,0.2236,4.472,0.2236,0.2245
0,0.2236,4.472,1,0.1517
0,0.2236,4.472,4.472,0.08494
0,0.2236,4.472,20,0.06394
0,0.2236,20,0,0.261
0,0.2236,20,0.05,0.2399
0,0.2236,20,0.2236,0.2104
0,0.2236,20,1,0.1509
0,0.2236,20,4.472,0.08726
0,0.2236,20,20,0.06231
0.05,0.2236,0,0,0.8506
0.05,0.2236,0,0.05,0.7173
0.05,0.2236,0,0.2236,0.738
0.05,0.2236,0,1,0.5145
0.05,0.2236,0,4.472,0.3327
0.05,0.2236,0,20,0.2148
0.05,0.2236,0.05,0,0.9146
0.05,0.2236,0.05,0.05,0.7349
0.05,0.2236,0.05,0.2236,0.7075
0.05,0.2236,0.05,1,0.5261
0.05,0.2236,0.05,4.472,0.2611
0.05,0.2236,0.05,20,0.1755
0.05,0.2236,0.2236,0,0.8601
0.05,0.2236,0.2236,0.05,0.7458
0.05,0.2236,0.2236,0.2236,0.6801
0.05,0.2236,0.2236,1,0.5256
0.05,0.2236,0.2236,4.472,0.286
0.05,0.2236,0.2236,20,0.201
0.05,0.2236,1,0,0.5249
0.05,0.2236,1,0.05,0.497
0.05,0.2236,1,0.2236,0.4448
0.05,0.2236,1,1,0.3378
0.05,0.2236,1,4.472,0.1725
0.05,0.2236,1,20,0.1277
0.05,0.2236,4.472,0,0.2738
0.05,0.2236,4.472,0.05,0.2519
0.05,0.2236,4.472,0.2236,0.2036
0.05,0.2236,4.472,1,0.1518
0.05,0.2236,4.472,4.472,0.08587
0.05,0.2236,4.472,20,0.05829
0.05,0.2236,20,0,0.2472
0.05,0.2236,20,0.05,0.2428
0.05,0.2236,20,0.2236,0.2032
0.05,0.2236,20,1,0.1451
0.05,0.2236,20,4.472,0.09009
0.05,0.2236,20,20,0.05499
0.2236,0.2236,0,0,0.7753
0.2236,0.2236,0,0.05,0.8091
0.2236,0.2236,0,0.2236,0.7403
0.2236,0.2236,0,1,0.4708
0.2236,0.2236,0,4.472,0.2841
0.2236,0.2236,0,20,0.1994
0.2236,0.2236,0.05,0,0.7965
0.2236,0.2236,0.05,0.05,0.8075
0.2236,0.2236,0.05,0.2236,0.6749
0.2236,0.2236,0.05,1,0.5043
0.2236,0.2236,0.05,4.472,0.2874
0.2236,0.2236,0.05,20,0.1954
0.2236,0.2236,0.2236,0,0.8248
0.2236,0.2236,0.2236,0.05,0.7391
0.2236,0.2236,0.2236,0.2236,0.6461
0.2236,0.2236,0.2236,1,0.5285
0.2236,0.2236,0.2236,4.472,0.2874
0.2236,0.2236,0.2236,20,0.1975
0.2236,0.2236,1,0,0.6015
0.2236,0.2236,1,0.05,0.5427
0.2236,0.2236,1,0.2236,0.4519
0.2236,0.2236,1,1,0.3148
0.2236,0.2236,1,4.472,0.1844
0.2236,0.2236,1,20,0.1267
0.2236,0.2236,4.472,0,0.2486
0.2236,0.2236,4.472,0.05,0.2234
0.2236,0.2236,4.472,0.2236,0.2212
0.2236,0.2236,4.472,1,0.1496
0.2236,0.2236,4.472,4.472,0.08748
0.2236,0.2236,4.472,20,0.06203
0.2236,0.2236,20,0,0.2406
0.2236,0.2236,20,0.05,0.2456
0.2236,0.2236,20,0.2236,0.1976
0.2236,0.2236,20,1,0.135
0.2236,0.2236,20,4.472,0.08407
0.2236,0.2236,20,20,0.05999
1,0.2236,0,0,0.6273
1,0.2236,0,0.05,0.5923
1,0.2236,0,0.2236,0.5785
1,0.2236,0,1,0.3673
1,0.2236,0,4.472,0.2143
1,0.2236,0,20,0.1428
1,0.2236,0.05,0,0.6097
1,0.2236,0.05,0.05,0.6373
1,0.2236,0.05,0.2236,0.583
1,0.2236,0.05,1,0.3807
1,0.2236,0.05,4.472,0.2099
1,0.2236,0.05,20,0.1458
1,0.2236,0.2236,0,0.652
1,0.2236,0.2236,0.05,0.6221
1,0.2236,0.2236,0.2236,0.5479
1,0.2236,0.2236,1,0.4037
1,0.2236,0.2236,4.472,0.2355
1,0.2236,0.2236,20,0.1589
1,0.2236,1,0,0.4032
1,0.2236,1,0.05,0.3832
1,0.2236,1,0.2236,0.335
1,0.2236,1,1,0.2382
1,0.2236,1,4.472,0.165
1,0.2236,1,20,0.098
1,0.2236,4.472,0,0.2186
1,0.2236,4.472,0.05,0.1859
1,0.2236,4.472,0.2236,0.1688
1,0.2236,4.472,1,0.1094
1,0.2236,4.472,4.472,0.06368
1,0.2236,4.472,20,0.04156
1,0.2236,20,0,0.1894
1,0.2236,20,0.05,0.1913
1,0.2236,20,0.2236,0.158
1,0.2236,20,1,0.1179
1,0.2236,20,4.472,0.06529
1,0.2236,20,20,0.04144
4.472,0.2236,0,0,0.4694
4.472,0.2236,0,0.05,0.4507
4.472,0.2236,0,0.2236,0.3387
4.472,0.2236,0,1,0.2693
4.472,0.2236,0,4.472,0.1533
4.472,0.2236,0,20,0.1015
4.472,0.2236,0.05,0,0.451
4.472,0.2236,0.05,0.05,0.4034
4.472,0.2236,0.05,0.2236,0.3743
4.472,0.2236,0.05,1,0.2522
4.472,0.2236,0.05,4.472,0.1595
4.472,0.2236,0.05,20,0.1086
4.472,0.2236,0.2236,0,0.4492
4.472,0.2236,0.2236,0.05,0.4298
4.472,0.2236,0.2236,0.2236,0.3879
4.472,0.2236,0.2236,1,0.2543
4.472,0.2236,0.2236,4.472,0.1553
4.472,0.2236,0.2236,20,0.1028
4.472,0.2236,1,0,0.3006
4.472,0.2236,1,0.05,0.268
4.472,0.2236,1,0.2236,0.2659
4.472,0.2236,1,1,0.1703
4.472,0.2236,1,4.472,0.09972
4.472,0.2236,1,20,0.07291
4.472,0.2236,4.472,0,0.1368
4.472,0.2236,4.472,0.05,0.1176
4.472,0.2236,4.472,0.2236,0.1142
4.472,0.2236,4.472,1,0.08239
4.472,0.2236,4.472,4.472,0.05142
4.472,0.2236,4.472,20,0.02967
4.472,0.2236,20,0,0.1269
4.472,0.2236,20,0.05,0.1263
4.472,0.2236,20,0.2236,0.1162
4.472,0.2236,20,1,0.07776
4.472,0.2236,20,4.472,0.04561
4.472,0.2236,20,20,0.03094
20,0.2236,0,0,0.3931
20,0.2236,0,0.05,0.4246
20,0.2236,0,0.2236,0.3835
20,0.2236,0,1,0.2514
20,0.2236,0,4.472,0.1455
20,0.2236,0,20,0.1048
20,0.2236,0.05,0,0.4518
20,0.2236,0.05,0.05,0.3455
20,0.2236,0.05,0.2236,0.3466
20,0.2236,0.05,1,0.24
20,0.2236,0.05,4.472,0.1461
20,0.2236,0.05,20,0.09964
20,0.2236,0.2236,0,0.3886
20,0.2236,0.2236,0.05,0.4103
20,0.2236,0.2236,0.2236,0.3354
20,0.2236,0.2236,1,0.2412
20,0.2236,0.2236,4.472,0.1496
20,0.2236,0.2236,20,0.1032
20,0.2236,1,0,0.2985
20,0.2236,1,0.05,0.2442
20,0.2236,1,0.2236,0.2093
20,0.2236,1,1,0.15
20,0.2236,1,4.472,0.09347
20,0.2236,1,20,0.06321
20,0.2236,4.472,0,0.134
20,0.2236,4.472,0.05,0.1226
20,0.2236,4.472,0.2236,0.1126
20,0.2236,4.472,1,0.07786
20,0.2236,4.472,4.472,0.04328
20,0.2236,4.472,20,0.02945
20,0.2236,20,0,0.1234
20,0.2236,20,0.05,0.117
20,0.2236,20,0.2236,0.1109
20,0.2236,20,1,0.07296
20,0.2236,20,4.472,0.04615
20,0.2236,20,20,0.03211
0,1,0,0,0.8167
0,1,0,0.05,0.6625
0,1,0,0.2236,0.6029
0,1,0,1,0.4225
0,1,0,4.472,0.247
0,1,0,20,0.1798
0,1,0.05,0,0.7857
0,1,0.05,0.05,0.7676
0,1,0.05,0.2236,0.6434
0,1,0.05,1,0.4623
0,1,0.05,4.472,0.2742
0,1,0.05,20,0.1845
0,1,0.2236,0,0.769
0,1,0.2236,0.05,0.7767
0,1,0.2236,0.2236,0.6453
0,1,0.2236,1,0.4278
0,1,0.2236,4.472,0.2545
0,1,0.2236,20,0.1681
0,1,1,0,0.4721
0,1,1,0.05,0.4144
0,1,1,0.2236,0.3733
0,1,1,1,0.2975
0,1,1,4.472,0.1553
0,1,1,20,0.1158
0,1,4.472,0,0.2366
0,1,4.472,0.05,0.2172
0,1,4.472,0.2236,0.1999
0,1,4.472,1,0.1365
0,1,4.472,4.472,0.07616
0,1,4.472,20,0.0525
0,1,20,0,0.2331
0,1,20,0.05,0.2177
0,1,20,0.2236,0.2035
0,1,20,1,0.1352
0,1,20,4.472,0.07684
0,1,20,20,0.05476
0.05,1,0,0,0.7961
0.05,1,0,0.05,0.7265
0.05,1,0,0.2236,0.6034
0.05,1,0,1,0.4118
0.05,1,0,4.472,0.2687
0.05,1,0,20,0.1722
0.05,1,0.05,0,0.7265
0.05,1,0.05,0.05,0.7158
0.05,1,0.05,0.2236,0.6353
0.05,1,0.05,1,0.4604
0.05,1,0.05,4.472,0.2453
0.05,1,0.05,20,0.1742
0.05,1,0.2236,0,0.6779
0.05,1,0.2236,0.05,0.6662
0.05,1,0.2236,0.2236,0.6539
0.05,1,0.2236,1,0.4346
0.05,1,0.2236,4.472,0.2575
0.05,1,0.2236,20,0.1826
0.05,1,1,0,0.5257
0.05,1,1,0.05,0.5017
0.05,1,1,0.2236,0.4327
0.05,1,1,1,0.2826
0.05,1,1,4.472,0.1663
0.05,1,1,20,0.1264
0.05,1,4.472,0,0.2074
0.05,1,4.472,0.05,0.203
0.05,1,4.472,0.2236,0.1726
0.05,1,4.472,1,0.1378
0.05,1,4.472,4.472,0.08349
0.05,1,4.472,20,0.05586
0.05,1,20,0,0.2262
0.05,1,20,0.05,0.2312
0.05,1,20,0.2236,0.1856
0.05,1,20,1,0.1311
0.05,1,20,4.472,0.07834
0.05,1,20,20,0.05465
0.2236,1,0,0,0.7212
0.2236,1,0,0.05,0.7791
0.2236,1,0,0.2236,0.6423
0.2236,1,0,1,0.4481
0.2236,1,0,4.472,0.248
0.2236,1,0,20,0.1796
0.2236,1,0.05,0,0.7137
0.2236,1,0.05,0.05,0.7007
0.2236,1,0.05,0.2236,0.5431
0.2236,1,0.05,1,0.44
0.2236,1,0.05,4.472,0.2464
0.2236,1,0.05,20,0.1702
0.2236,1,0.2236,0,0.7562
0.2236,1,0.2236,0.05,0.761
0.2236,1,0.2236,0.2236,0.6265
0.2236,1,0.2236,1,0.3894
0.2236,1,0.2236,4.472,0.2648
0.2236,1,0.2236,20,0.1642
0.2236,1,1,0,0.4615
0.2236,1,1,0.05,0.4511
0.2236,1,1,0.2236,0.4372
0.2236,1,1,1,0.2497
0.2236,1,1,4.472,0.1754
0.2236,1,1,20,0.1039
0.2236,1,4.472,0,0.2288
0.2236,1,4.472,0.05,0.1927
0.2236,1,4.472,0.2236,0.1902
0.2236,1,4.472,1,0.1321
0.2236,1,4.472,4.472,0.08042
0.2236,1,4.472,20,0.05747
0.2236,1,20,0,0.2274
0.2236,1,20,0.05,0.2098
0.2236,1,20,0.2236,0.2082
0.2236,1,20,1,0.1304
0.2236,1,20,4.472,0.06741
0.2236,1,20,20,0.05426
1,1,0,0,0.5457
1,1,0,0.05,0.512
1,1,0,0.2236,0.5432
1,1,0,1,0.3527
1,1,0,4.472,0.1855
1,1,0,20,0.1323
1,1,0.05,0,0.5466
1,1,0.05,0.05,0.5671
1,1,0.05,0.2236,0.444
1,1,0.05,1,0.3364
1,1,0.05,4.472,0.2045
1,1,0.05,20,0.1262
1,1,0.2236,0,0.5924
1,1,0.2236,0.05,0.5501
1,1,0.2236,0.2236,0.4953
1,1,0.2236,1,0.3418
1,1,0.2236,4.472,0.1899
1,1,0.2236,20,0.1334
1,1,1,0,0.3606
1,1,1,0.05,0.3939
1,1,1,0.2236,0.3088
1,1,1,1,0.2129
1,1,1,4.472,0.121
1,1,1,20,0.0873
1,1,4.472,0,0.1725
1,1,4.472,0.05,0.15
1,1,4.472,0.2236,0.1462
1,1,4.472,1,0.1041
1,1,4.472,4.472,0.06207
1,1,4.472,20,0.04393
1,1,20,0,0.161
1,1,20,0.05,0.1521
1,1,20,0.2236,0.1552
1,1,20,1,0.1059
1,1,20,4.472,0.05192
1,1,20,20,0.04005
4.472,1,0,0,0.416
4.472,1,0,0.05,0.3802
4.472,1,0,0.2236,0.34
4.472,1,0,1,0.2482
4.472,1,0,4.472,0.1417
4.472,1,0,20,0.09874
4.472,1,0.05,0,0.3656
4.472,1,0.05,0.05,0.3696
4.472,1,0.05,0.2236,0.333
4.472,1,0.05,1,0.2364
4.472,1,0.05,4.472,0.125
4.472,1,0.05,20,0.08594
4.472,1,0.2236,0,0.3945
4.472,1,0.2236,0.05,0.3846
4.472,1,0.2236,0.2236,0.3623
4.472,1,0.2236,1,0.2323
4.472,1,0.2236,4.472,0.1377
4.472,1,0.2236,20,0.09844
4.472,1,1,0,0.2387
4.472,1,1,0.05,0.2357
4.472,1,1,0.2236,0.1909
4.472,1,1,1,0.1504
4.472,1,1,4.472,0.09165
4.472,1,1,20,0.06234
4.472,1,4.472,0,0.1133
4.472,1,4.472,0.05,0.1226
4.472,1,4.472,0.2236,0.1032
4.472,1,4.472,1,0.07602
4.472,1,4.472,4.472,0.04096
4.472,1,4.472,20,0.03141
4.472,1,20,0,0.126
4.472,1,20,0.05,0.1211
4.472,1,20,0.2236,0.1017
4.472,1,20,1,0.07398
4.472,1,20,4.472,0.04315
4.472,1,20,20,0.03041
20,1,0,0,0.3819
20,1,0,0.05,0.3704
20,1,0,0.2236,0.3307
20,1,0,1,0.2238
20,1,0,4.472,0.1219
20,1,0,20,0.08323
20,1,0.05,0,0.3646
20,1,0.05,0.05,0.3683
20,1,0.05,0.2236,0.2997
20,1,0.05,1,0.2309
20,1,0.05,4.472,0.1256
20,1,0.05,20,0.07978
20,1,0.2236,0,0.3542
20,1,0.2236,0.05,0.3242
20,1,0.2236,0.2236,0.3368
20,1,0.2236,1,0.2104
20,1,0.2236,4.472,0.1334
20,1,0.2236,20,0.08986
20,1,1,0,0.2501
20,1,1,0.05,0.2294
20,1,1,0.2236,0.2011
20,1,1,1,0.1472
20,1,1,4.472,0.09177
20,1,1,20,0.06213
20,1,4.472,0,0.1174
20,1,4.472,0.05,0.1137
20,1,4.472,0.2236,0.09595
20,1,4.472,1,0.07187
20,1,4.472,4.472,0.04459
20,1,4.472,20,0.03023
20,1,20,0,0.1088
20,1,20,0.05,0.1116
20,1,20,0.2236,0.09983
20,1,20,1,0.06904
20,1,20,4.472,0.03997
20,1,20,20,0.02525
0,4.472,0,0,0.6794
0,4.472,0,0.05,0.633
0,4.472,0,0.2236,0.6051
0,4.472,0,1,0.3576
0,4.472,0,4.472,0.2373
0,4.472,0,20,0.1591
0,4.472,0.05,0,0.6317
0,4.472,0.05,0.05,0.6595
0,4.472,0.05,0.2236,0.5566
0,4.472,0.05,1,0.3892
0,4.472,0.05,4.472,0.2138
0,4.472,0.05,20,0.1549
0,4.472,0.2236,0,0.6595
0,4.472,0.2236,0.05,0.605
0,4.472,0.2236,0.2236,0.5576
0,4.472,0.2236,1,0.3779
0,4.472,0.2236,4.472,0.2571
0,4.472,0.2236,20,0.167
0,4.472,1,0,0.4533
0,4.472,1,0.05,0.4619
0,4.472,1,0.2236,0.407
0,4.472,1,1,0.2347
0,4.472,1,4.472,0.1393
0,4.472,1,20,0.1136
0,4.472,4.472,0,0.2019
0,4.472,4.472,0.05,0.2036
0,4.472,4.472,0.2236,0.1723
0,4.472,4.472,1,0.1241
0,4.472,4.472,4.472,0.0703
0,4.472,4.472,20,0.04678
0,4.472,20,0,0.187
0,4.472,20,0.05,0.1926
0,4.472,20,0.2236,0.1653
0,4.472,20,1,0.1192
0,4.472,20,4.472,0.06532
0,4.472,20,20,0.04869
0.05,4.472,0,0,0.7002
0.05,4.472,0,0.05,0.6517
0.05,4.472,0,0.2236,0.5654
0.05,4.472,0,1,0.4011
0.05,4.472,0,4.472,0.2216
0.05,4.472,0,20,0.1509
0.05,4.472,0.05,0,0.6307
0.05,4.472,0.05,0.05,0.6457
0.05,4.472,0.05,0.2236,0.5854
0.05,4.472,0.05,1,0.4163
0.05,4.472,0.05,4.472,0.2033
0.05,4.472,0.05,20,0.1562
0.05,4.472,0.2236,0,0.7123
0.05,4.472,0.2236,0.05,0.5949
0.05,4.472,0.2236,0.2236,0.4952
0.05,4.472,0.2236,1,0.3984
0.05,4.472,0.2236,4.472,0.2269
0.05,4.472,0.2236,20,0.1531
0.05,4.472,1,0,0.4005
0.05,4.472,1,0.05,0.4353
0.05,4.472,1,0.2236,0.3955
0.05,4.472,1,1,0.2533
0.05,4.472,1,4.472,0.1639
0.05,4.472,1,20,0.1031
0.05,4.472,4.472,0,0.1906
0.05,4.472,4.472,0.05,0.1977
0.05,4.472,4.472,0.2236,0.1611
0.05,4.472,4.472,1,0.1174
0.05,4.472,4.472,4.472,0.06754
0.05,4.472,4.472,20,0.04897
0.05,4.472,20,0,0.1923
0.05,4.472,20,0.05,0.1995
0.05,4.472,20,0.2236,0.1699
0.05,4.472,20,1,0.1209
0.05,4.472,20,4.472,0.07024
0.05,4.472,20,20,0.04748
0.2236,4.472,0,0,0.6145
0.2236,4.472,0,0.05,0.6378
0.2236,4.472,0,0.2236,0.5116
0.2236,4.472,0,1,0.3879
0.2236,4.472,0,4.472,0.2138
0.2236,4.472,0,20,0.1328
0.2236,4.472,0.05,0,0.6316
0.2236,4.472,0.05,0.05,0.6012
0.2236,4.472,0.05,0.2236,0.577
0.2236,4.472,0.05,1,0.4229
0.2236,4.472,0.05,4.472,0.2304
0.2236,4.472,0.05,20,0.1596
0.2236,4.472,0.2236,0,0.6424
0.2236,4.472,0.2236,0.05,0.7061
0.2236,4.472,0.2236,0.2236,0.5536
0.2236,4.472,0.2236,1,0.3703
0.2236,4.472,0.2236,4.472,0.2126
0.2236,4.472,0.2236,20,0.1497
0.2236,4.472,1,0,0.4609
0.2236,4.472,1,0.05,0.4236
0.2236,4.472,1,0.2236,0.4013
0.2236,4.472,1,1,0.2378
0.2236,4.472,1,4.472,0.1584
0.2236,4.472,1,20,0.1078
0.2236,4.472,4.472,0,0.1822
0.2236,4.472,4.472,0.05,0.1864
0.2236,4.472,4.472,0.2236,0.1737
0.2236,4.472,4.472,1,0.1193
0.2236,4.472,4.472,4.472,0.06609
0.2236,4.472,4.472,20,0.04364
0.2236,4.472,20,0,0.1708
0.2236,4.472,20,0.05,0.1838
0.2236,4.472,20,0.2236,0.1686
0.2236,4.472,20,1,0.1219
0.2236,4.472,20,4.472,0.06752
0.2236,4.472,20,20,0.04718
1,4.472,0,0,0.4834
1,4.472,0,0.05,0.4798
1,4.472,0,0.2236,0.4085
1,4.472,0,1,0.2827
1,4.472,0,4.472,0.1731
1,4.472,0,20,0.1177
1,4.472,0.05,0,0.5435
1,4.472,0.05,0.05,0.489
1,4.472,0.05,0.2236,0.4534
1,4.472,0.05,1,0.3303
1,4.472,0.05,4.472,0.1734
1,4.472,0.05,20,0.1045
1,4.472,0.2236,0,0.4778
1,4.472,0.2236,0.05,0.526
1,4.472,0.2236,0.2236,0.4307
1,4.472,0.2236,1,0.2589
1,4.472,0.2236,4.472,0.1812
1,4.472,0.2236,20,0.1124
1,4.472,1,0,0.311
1,4.472,1,0.05,0.3101
1,4.472,1,0.2236,0.323
1,4.472,1,1,0.219
1,4.472,1,4.472,0.1125
1,4.472,1,20,0.0855
1,4.472,4.472,0,0.1591
1,4.472,4.472,0.05,0.13
1,4.472,4.472,0.2236,0.1326
1,4.472,4.472,1,0.09287
1,4.472,4.472,4.472,0.05292
1,4.472,4.472,20,0.03632
1,4.472,20,0,0.146
1,4.472,20,0.05,0.1444
1,4.472,20,0.2236,0.125
1,4.472,20,1,0.09024
1,4.472,20,4.472,0.04986
1,4.472,20,20,0.03394
4.472,4.472,0,0,0.3631
4.472,4.472,0,0.05,0.3437
4.472,4.472,0,0.2236,0.3134
4.472,4.472,0,1,0.2017
4.472,4.472,0,4.472,0.1317
4.472,4.472,0,20,0.0809
4.472,4.472,0.05,0,0.3399
4.472,4.472,0.05,0.05,0.3717
4.472,4.472,0.05,0.2236,0.3118
4.472,4.472,0.05,1,0.2018
4.472,4.472,0.05,4.472,0.1301
4.472,4.472,0.05,20,0.07841
4.472,4.472,0.2236,0,0.3558
4.472,4.472,0.2236,0.05,0.3458
4.472,4.472,0.2236,0.2236,0.297
4.472,4.472,0.2236,1,0.1951
4.472,4.472,0.2236,4.472,0.1178
4.472,4.472,0.2236,20,0.07928
4.472,4.472,1,0,0.227
4.472,4.472,1,0.05,0.2309
4.472,4.472,1,0.2236,0.2065
4.472,4.472,1,1,0.1416
4.472,4.472,1,4.472,0.07976
4.472,4.472,1,20,0.05257
4.472,4.472,4.472,0,0.1061
4.472,4.472,4.472,0.05,0.111
4.472,4.472,4.472,0.2236,0.08975
4.472,4.472,4.472,1,0.0625
4.472,4.472,4.472,4.472,0.03567
4.472,4.472,4.472,20,0.02727
4.472,4.472,20,0,0.1065
4.472,4.472,20,0.05,0.09184
4.472,4.472,20,0.2236,0.08431
4.472,4.472,20,1,0.0631
4.472,4.472,20,4.472,0.03831
4.472,4.472,20,20,0.02167
20,4.472,0,0,0.32
20,4.472,0,0.05,0.3047
20,4.472,0,0.2236,0.3016
20,4.472,0,1,0.2013
20,4.472,0,4.472,0.117
20,4.472,0,20,0.07825
20,4.472,0.05,0,0.3563
20,4.472,0.05,0.05,0.2946
20,4.472,0.05,0.2236,0.2793
20,4.472,0.05,1,0.2073
20,4.472,0.05,4.472,0.1015
20,4.472,0.05,20,0.0777
20,4.472,0.2236,0,0.3515
20,4.472,0.2236,0.05,0.2967
20,4.472,0.2236,0.2236,0.2728
20,4.472,0.2236,1,0.1908
20,4.472,0.2236,4.472,0.1048
20,4.472,0.2236,20,0.0724
20,4.472,1,0,0.2314
20,4.472,1,0.05,0.2081
20,4.472,1,0.2236,0.2001
20,4.472,1,1,0.1218
20,4.472,1,4.472,0.07773
20,4.472,1,20,0.05345
20,4.472,4.472,0,0.1051
20,4.472,4.472,0.05,0.1001
20,4.472,4.472,0.2236,0.08386
